SQLDate,Actor1Code,Actor2Code,QuadClass,GoldsteinScale,NumMentions,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,Location
20130705,CHNGOV, CHN,1,3.4,12,39.3914,76.04,http://x.dawn.com/2013/07/06/nawaz-li-hold-fruitful-meeting-2000km-road-to-link-gwadar-with-kashgar/,"Kashgar, Xinjiang, China"
20130707,CHN, CHNUIG,1,3.4,4,39.3914,76.04,http://www.daijiworld.com/news/news_disp.asp?n_id=179211,"Kashgar, Xinjiang, China"
20130707,CHN, CHNUIG,2,7,4,39.3914,76.04,http://www.daijiworld.com/news/news_disp.asp?n_id=179211,"Kashgar, Xinjiang, China"
20130707,CHN, CHNUIG,3,-2,4,42.9333,89.1667,http://news.asiaone.com/News/AsiaOne%2BNews/Asia/Story/A1Story20130708-435400.html,"Turpan, Xinjiang, China"
20130708,CHN, CHNUIG,1,3.4,4,39.3914,76.04,http://www.karachinews.net/index.php/sid/215682146/scat/8c3d7d78943a99c7,"Kashgar, Xinjiang, China"
20130708,CHN, CHNUIG,2,7,4,39.3914,76.04,http://www.karachinews.net/index.php/sid/215682146/scat/8c3d7d78943a99c7,"Kashgar, Xinjiang, China"
20130709,CHN, CHNGOV,1,0,2,42.7333,89.7,http://guardianlv.com/2013/07/china-accuses-united-states-of-fuelling-terrorism/,"Turpan, Xinjiang, China"
20130712,CHN, CHNCVL,4,-10,2,37.885,77.4131,"http://www.thenews.com.pk/Todays-News-2-189604-Nawaz-realises-challenges,-trying-to-grasp-situation","Kashgar, Xinjiang, China"
20130714,CHN, CHNGOV,1,5.2,2,39.3914,76.04,http://www.brecorder.com/top-news/1-front-top-news/127479-china-to-help-pakistan-expand-strategic-road-links.html,"Kashgar, Xinjiang, China"
20130714,CHN, CHNGOV,1,1,2,39.3914,76.04,http://www.thenews.com.pk/Todays-News-9-189971-From-Kashgar-to-Gwadar,"Kashgar, Xinjiang, China"
20130714,CHN, CHNGOV,1,1,2,39.3914,76.04,http://www.thenews.com.pk/Todays-News-9-189971-From-Kashgar-to-Gwadar,"Kashgar, Xinjiang, China"
20130714,CHNCOP, CHN,4,-10,2,42.7333,89.7,http://europe.chinadaily.com.cn/china/2013-07/15/content_16774714.htm,"Turpan, Xinjiang, China"
20130716,CHNCVL, CHN,1,0,48,42.9167,93.1333,http://www.dailystar.com.lb/Culture/Art/2013/Jul-17/223920-china-closes-museum-with-fake-exhibits.ashx,"Kumul, Xinjiang, China"
20130716,CHNCVL, CHN,1,0,12,42.9167,93.1333,http://www.dailystar.com.lb/Culture/Art/2013/Jul-17/223920-china-closes-museum-with-fake-exhibits.ashx,"Kumul, Xinjiang, China"
20130717,CHN, CHNMED,1,1.9,8,42.9167,93.1333,http://www.macarthuradvertiser.com.au/story/1645402/museums-ancient-relics-exposed-as-a-very-modern-swindle/?cs=5,"Kumul, Xinjiang, China"
20130717,CHNCVL, CHN,3,-2,1,42.9167,93.1333,http://www.huffingtonpost.com/2013/07/16/china-museum-artifacts-fake_n_3607040.html,"Kumul, Xinjiang, China"
20130718,CHN, CHNGOV,1,2.8,4,37.0997,79.9269,http://www.scmp.com/news/china/article/1285616/economy-suffers-racial-tensions-simmer-troubled-xinjiang,"Hetian, Xinjiang, China"
20130729,CHN, CHNGOV,1,5.2,6,39.3914,76.04,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/business/30-Jul-2013/china-keen-to-work-closely-with-pakistan,"Kashgar, Xinjiang, China"
20130729,CHN, CHNGOV,1,5.2,2,39.3914,76.04,http://www.dailytimes.com.pk/default.asp?page=2013%5C07%5C30%5Cstory_30-7-2013_pg5_8,"Kashgar, Xinjiang, China"
20130729,CHN, CHNGOV,1,1.9,16,39.3914,76.04,http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan-China-says-Dar,"Kashgar, Xinjiang, China"
20130729,CHN, CHNGOV,1,2.8,2,39.3914,76.04,http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan-China-says-Dar,"Kashgar, Xinjiang, China"
20130729,CHN, CHNLEG,1,4,2,39.3914,76.04,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/business/30-Jul-2013/china-keen-to-work-closely-with-pakistan,"Kashgar, Xinjiang, China"
20130729,CHN, CHNLEG,1,1.9,2,39.3914,76.04,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/business/30-Jul-2013/china-keen-to-work-closely-with-pakistan,"Kashgar, Xinjiang, China"
20130729,CHNGOV, CHN,1,1.9,2,39.3914,76.04,http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan-China-says-Dar,"Kashgar, Xinjiang, China"
20130729,CHNGOV, CHN,1,2.8,16,39.3914,76.04,http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan-China-says-Dar,"Kashgar, Xinjiang, China"
20130729,CHNLEG, CHN,1,4,2,39.3914,76.04,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/business/30-Jul-2013/china-keen-to-work-closely-with-pakistan,"Kashgar, Xinjiang, China"
20130729,CHNLEG, CHN,1,2.8,2,39.3914,76.04,http://www.nation.com.pk/pakistan-news-newspaper-daily-english-online/business/30-Jul-2013/china-keen-to-work-closely-with-pakistan,"Kashgar, Xinjiang, China"
20130730,CHN, CHNGOV,1,1.9,8,39.3914,76.04,"http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan,-China,-says-Dar","Kashgar, Xinjiang, China"
20130730,CHN, CHNGOV,1,2.8,2,39.3914,76.04,"http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan,-China,-says-Dar","Kashgar, Xinjiang, China"
20130730,CHNGOV, CHN,1,1.9,2,39.3914,76.04,"http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan,-China,-says-Dar","Kashgar, Xinjiang, China"
20130730,CHNGOV, CHN,1,2.8,8,39.3914,76.04,"http://www.thenews.com.pk/Todays-News-13-24480-Economic-zones-to-benefit-Pakistan,-China,-says-Dar","Kashgar, Xinjiang, China"
20130731,CHN, CHNGOV,1,5.2,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHN, CHNGOV,1,1.9,8,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHN, CHNGOV,1,2.8,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHN, CHNLEG,1,4,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHN, CHNLEG,1,1.9,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHNGOV, CHN,1,1.9,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHNGOV, CHN,1,2.8,8,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHNLEG, CHN,1,4,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130731,CHNLEG, CHN,1,2.8,2,39.3914,76.04,http://www.app.com.pk/en_/index.php?option=com_content&task=view&id=244973&Itemid=2,"Kashgar, Xinjiang, China"
20130818,CHNGOV, CHN,1,3.4,2,39.3914,76.04,http://www.thefrontierpost.com/article/34110/,"Kashgar, Xinjiang, China"
20130821,CHNUAF, CHN,4,-10,2,37.0997,79.9269,http://www.scmp.com/news/china-insider/article/1300059/deadly-xinjiang-shootout-revealed-after-week-long-silence,"Hetian, Xinjiang, China"
20130821,CHN, CHNGOV,4,-5,2,37.6133,78.27,"http://www.tomsguide.com/us/3d-printing-in-china,news-17349.html","Hetian, Xinjiang, China"
20130824,CHN, CHNBUS,1,0,20,39.3914,76.04,http://www.nagalandpost.com/ChannelNews/International/InternationalNews.aspx?news=TkVXUzEwMDA0MzkwMg%3d%3d-lSD3yX8ztrw%3d&c=LSmoyi-jv48N6lTD9wBp9cfMGqiTx1pQkL68rVPLW3M&mkt=en-us,"Kashgar, Xinjiang, China"
20130824,CHN, CHNGOV,1,4,2,39.3914,76.04,http://www.niticentral.com/2013/08/24/iran-pakistan-gas-pipeline-could-be-extended-to-china-123784.html,"Kashgar, Xinjiang, China"
20130824,CHNBUS, CHN,1,0,20,39.3914,76.04,http://www.nagalandpost.com/ChannelNews/International/InternationalNews.aspx?news=TkVXUzEwMDA0MzkwMg%3d%3d-lSD3yX8ztrw%3d&c=LSmoyi-jv48N6lTD9wBp9cfMGqiTx1pQkL68rVPLW3M&mkt=en-us,"Kashgar, Xinjiang, China"
20130824,CHNGOV, CHN,1,4,2,39.3914,76.04,http://www.niticentral.com/2013/08/24/iran-pakistan-gas-pipeline-could-be-extended-to-china-123784.html,"Kashgar, Xinjiang, China"
20130825,CHN, CHNBUS,1,0,2,39.3914,76.04,http://articles.economictimes.indiatimes.com/2013-08-24/news/41443950_1_gas-pipeline-gwadar-port-iran-pakistan,"Kashgar, Xinjiang, China"
20130825,CHNBUS, CHN,1,0,2,39.3914,76.04,http://articles.economictimes.indiatimes.com/2013-08-24/news/41443950_1_gas-pipeline-gwadar-port-iran-pakistan,"Kashgar, Xinjiang, China"
20130825,CHNGOV, CHN,4,-10,2,37.0997,79.9269,http://www.rfa.org/english/news/uyghur/shootout-08252013134303.html,"Hetian, Xinjiang, China"
20130826,CHN, CHNBUS,1,4,2,44.3,86.0333,http://www.chinadaily.com.cn/world/2013-08/26/content_16919265.htm,"Shihezi, Xinjiang, China"
20130826,CHN, CHNUIG,1,4,4,44.3,86.0333,http://en.ce.cn/National/Government/201308/27/t20130827_1255484.shtml,"Shihezi, Xinjiang, China"
20130826,CHNUIG, CHN,1,4,4,44.3,86.0333,http://en.ce.cn/National/Government/201308/27/t20130827_1255484.shtml,"Shihezi, Xinjiang, China"
20130828,CHN, CHNCOP,3,-6.5,2,37.0997,79.9269,http://www.scmp.com/news/china-insider/article/1300059/deadly-xinjiang-shootout-revealed-after-week-long-silence,"Hetian, Xinjiang, China"
20130828,CHN, CHNCOP,4,-10,15,39.3914,76.04,http://zeenews.india.com/news/world/china-confirms-raid-on-alleged-terror-cell_872413.html,"Kashgar, Xinjiang, China"
20130828,CHN, CHNMIL,1,1.9,6,44.3,86.0333,http://www.channelnewsasia.com/news/asiapacific/singapore-xinjiang-to/793556.html,"Shihezi, Xinjiang, China"
20130828,CHN, CHNUIG,3,-2,1,39.3914,76.04,http://www.scmp.com/news/china-insider/article/1300059/deadly-xinjiang-shootout-revealed-after-week-long-silence,"Kashgar, Xinjiang, China"
20130828,CHNCOP, CHN,3,-6.5,6,37.0997,79.9269,http://www.scmp.com/news/china-insider/article/1300059/deadly-xinjiang-shootout-revealed-after-week-long-silence,"Hetian, Xinjiang, China"
20130828,CHNCOP, CHN,4,-10,1,37.0997,79.9269,http://www.scmp.com/news/china-insider/article/1300059/deadly-xinjiang-shootout-revealed-after-week-long-silence,"Hetian, Xinjiang, China"
20130828,CHNCOP, CHN,4,-10,5,42.9333,89.1667,http://www.scmp.com/news/china-insider/article/1300059/deadly-xinjiang-shootout-revealed-after-week-long-silence,"Turpan, Xinjiang, China"
20130828,CHNMIL, CHN,1,2.8,6,44.3,86.0333,http://www.channelnewsasia.com/news/asiapacific/singapore-xinjiang-to/793556.html,"Shihezi, Xinjiang, China"
20130829,CHN, CHNCOP,4,-10,2,39.3914,76.04,http://www.adn.com/2013/08/28/3046400/china-confirms-raid-on-alleged.html,"Kashgar, Xinjiang, China"
20130904,CHNBUS,CHN,1,3,4,37.885,77.4131,http://www.forbes.com/sites/russellflannery/2013/09/04/2013-forbes-china-rich-list-preview-newcomers-in-the-making/,"Kashgar, Xinjiang, China"
20130906,CHNGOV,CHN,1,4,6,42.0586,86.5683,http://www.timesca.com/index.php/m-news-by-category/business-and-market-news/11619-two-mega-solar-power-projects-to-be-launched-in-chinas-xinjiang-province,"Yanqi, Bayingol, Xinjiang, China"
20130907,CHN,CHNCOP,4,-10,1,39.3914,76.04,http://www.nwasianweekly.com/2013/09/china-confirms-raid-alleged-terror-cell/,"Kashgar, Xinjiang, China"
20130912,CHNUIG,CHN,4,-5,1,42.9333,89.1667,http://www.sify.com/news/china-terror-attack-three-get-death-sentence-news-international-njnfkmhajhi.html,"Turpan, Xinjiang, China"
20130913,CHNUIG,CHN,4,-5,2,42.9333,89.1667,http://twocircles.net/2013sep13/china_terror_attack_three_get_death_sentence.html,"Turpan, Xinjiang, China"
20130917,CHN,CHNGOV,1,3,1,42.8667,90.1667,http://www.rfa.org/english/news/uyghur/raid-09172013222650.html,"Turpan, Xinjiang, China"
20130917,CHNGOV,CHN,4,-10,1,42.8667,90.1667,http://www.rfa.org/english/news/uyghur/raid-09172013222650.html,"Turpan, Xinjiang, China"
20130919,CHNBUS,CHN,1,3.4,4,42.9333,89.1667,http://thediplomat.com/asia-life/2013/09/mid-autumn-festival-a-harvest-of-mooncakes-and-corruption/,"Turpan, Xinjiang, China"
20130926,CHN,CHNGOV,4,-5,2,36.854,75.4589,http://www.dailytimes.com.pk/default.asp?page=2013%5C09%5C27%5Cstory_27-9-2013_pg7_5,"Kashgar, Xinjiang, China"
20130930,CHNEDU,CHN,2,6,1,46.25,86.8333,http://www.freemalaysiatoday.com/category/nation/2013/10/01/education-blueprint-centred-on-malay-policy/,"Xinjiang, China"
20131008,CHNCOP,CHN,1,0,1,42.7333,89.7,http://usa.chinadaily.com.cn/china/2013-10/09/content_17015967.htm,"Turpan, Xinjiang, China"
20131009,CHN,CHNAGR,1,0,2,42.7333,89.7,http://dawn.com/news/1048685/139-held-for-religious-extremism-in-china,"Turpan, Xinjiang, China"
20131009,CHN,CHNAGR,1,0,36,37.0997,79.9269,http://thepeninsulaqatar.com/asia/256547-china-arrests-139-in-xinjiang-for-urging-jihad.html,"Hetian, Xinjiang, China"
20131009,CHNCOP,CHNOPP,4,-10,10,37.0997,79.9269,http://news.asiaone.com/news/asia/nkorea-has-restarted-reactor-s-korea-intelligence&c=NgDx77i8jtnzoqnTpg29XMpmL6tuTuZ6Fk_l1S82im8&mkt=en-us,"Hetian, Xinjiang, China"
20131009,CHNOPP,CHNCOP,4,-9.5,10,37.0997,79.9269,http://news.asiaone.com/news/asia/nkorea-has-restarted-reactor-s-korea-intelligence&c=NgDx77i8jtnzoqnTpg29XMpmL6tuTuZ6Fk_l1S82im8&mkt=en-us,"Hetian, Xinjiang, China"
20131010,CHN,CHNAGR,1,0,4,37.0997,79.9269,http://www.unpo.org/article/16476,"Hetian, Xinjiang, China"
20131014,CHN,CHNCVL,4,-10,1,38.4167,77.2406,http://www.rfa.org/english/news/uyghur/shooting-10142013202904.html,"Kashgar, Xinjiang, China"
20131016,CHNGOV,CHN,4,-9.5,2,39.3914,76.04,http://www.globaltimes.cn/content/818238.shtml,"Kashgar, Xinjiang, China"
20131016,CHNGOV,CHN,4,-9.5,2,39.3914,76.04,http://www.globaltimes.cn/content/818238.shtml,"Kashgar, Xinjiang, China"
20131029,CHN,CHNCOP,1,0,1,37.0997,79.9269,http://www.globalpost.com/dispatch/news/kyodo-news-international/131029/chinas-uyghur-problem-possibly-behind-tiananmen-area-c,"Hetian, Xinjiang, China"
20131104,CHN,CHNMED,1,3,2,42.9333,89.1667,http://www.reuters.com/article/2013/11/04/us-china-tiananmen-idUSBRE9A30B520131104?feedType=RSS&feedName=topNews,"Turpan, Xinjiang, China"
20131104,CHNMED,CHN,1,3,6,42.9333,89.1667,http://www.reuters.com/article/2013/11/04/us-china-tiananmen-idUSBRE9A30B520131104?feedType=RSS&feedName=topNews,"Turpan, Xinjiang, China"
20131113,CHNJUD,CHN,3,-2,2,42.9333,89.1667,http://www.onislam.net/english/news/asia-pacific/465975-no-burqas-beards-for-uighur-lawyers.html,"Turpan, Xinjiang, China"
20131117,CHN,CHNMIL,4,-10,2,39.3914,76.04,http://www.onislam.net/english/news/asia-pacific/466077-police-kills-protesting-uighur-muslims.html,"Kashgar, Xinjiang, China"
20131120,CHNMED,CHN,1,1.9,5,39.3914,76.04,http://www.prpick.com/travel-26/taking-the-high-road-3015.html,"Kashgar, Xinjiang, China"
20131122,CHN,CHNCOP,4,-5,2,39.3914,76.04,http://www.rfa.org/english/news/uyghur/attack-11222013180643.html,"Kashgar, Xinjiang, China"
20131122,CHNCOP,CHN,1,0.4,2,39.3914,76.04,http://www.rfa.org/english/news/uyghur/attack-11222013180643.html,"Kashgar, Xinjiang, China"
20131122,CHNCOP,CHN,4,-5,2,39.3914,76.04,http://www.rfa.org/english/news/uyghur/attack-11222013180643.html,"Kashgar, Xinjiang, China"
20131122,CHNGOV,CHN,1,4,4,44.3,86.0333,http://solarindustrymag.com/e107_plugins/content/content.php?content.13519,"Shihezi, Xinjiang, China"
20131125,CHNGOV,CHN,1,3.4,6,39.3914,76.04,http://www.worldbulletin.net/?aType=haber&ArticleID=123637,"Kashgar, Xinjiang, China"
20131125,CHNGOV,CHN,4,-10,4,37.0997,79.9269,http://www.thehindu.com/news/international/world/after-video-threat-china-says-will-crack-down-on-xinjiang-terror-outfit/article5389742.ece,"Hetian, Xinjiang, China"
20131126,CHN,CHNCVL,4,-5,4,43.8811,81.2458,http://www.pasadenaindependent.com/community/around-town/wanted-by-chinese-govenment-student-leader-of-the-1989-pro-democracy-group-hopes-to-return-to-china-to-visit-aging-parents/,"Ili, Xinjiang, China"
20131126,CHNGOV,CHN,1,3.4,6,39.3914,76.04,http://www.worldbulletin.net/?aType=haber&ArticleID=123697,"Kashgar, Xinjiang, China"
20131128,CHN,CHNGOV,1,7,2,39.3914,76.04,http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20131129000016&cid=1101,"Kashgar, Xinjiang, China"
20131128,CHN,CHNGOV,3,-4,1,39.3914,76.04,http://www.theepochtimes.com/n3/377871-witnesses-of-xinjiang-police-station-shootings-tell-another-story/,"Kashgar, Xinjiang, China"
20131205,CHN,CHNGOV,4,-10,6,39.3914,76.04,http://www.unpo.org/article/16660,"Kashgar, Xinjiang, China"
20131215,CHNHLH,CHN,1,0,2,36.8667,81.7,http://www.eurasiareview.com/14012014-china-uyghur-woman-forced-abort-six-month-pregnancy-ill/,"Hetian, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,1,39.3914,76.04,http://thediplomat.com/2013/12/china-uyghur-activists-dispute-nature-of-latest-xinjiang-violence/,"Kashgar, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,12,39.3914,76.04,http://www.theglobeandmail.com/news/world/chinese-police-kill-14-in-riot-violent-terror-gang-blamed/article15981583/,"Kashgar, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,4,39.3914,76.04,http://www.philippinetimes.com/index.php/sid/219127511/scat/2411cd3571b4f088,"Kashgar, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,18,39.3914,76.04,http://www.authintmail.com/article/asia/clashes-china-leave-16-dead,"Kashgar, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,2,42.9333,89.1667,http://gulftoday.ae/portal/b8338f7e-6df3-4427-b09f-b1fea66720d5.aspx,"Turpan, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,14,37.9611,77.2492,http://www.theborneopost.com/2013/12/17/clash-in-xinjiang-kills-16-including-cops/,"Kashgar, Xinjiang, China"
20131216,CHN,CHNCOP,4,-10,22,37.9611,77.2492,http://www.authintmail.com/article/asia/clashes-china-leave-16-dead,"Kashgar, Xinjiang, China"
20131216,CHN,CHNUAF,4,-10,2,39.3914,76.04,http://www.whig.com/story/24227220/china-says-clash-in-western-area-by-terrorists,"Kashgar, Xinjiang, China"
20131216,CHNCOP,CHN,4,-10,32,39.3914,76.04,http://columbiadailyherald.com/news/world/five-die-bangladesh-clashes-over-leaders-execution,"Kashgar, Xinjiang, China"
20131216,CHNCOP,CHN,4,-10,28,39.3914,76.04,http://www.indianexpress.com/news/riot-in-xinjiang-kills-16-terror-gang-blamed/1208468/,"Kashgar, Xinjiang, China"
20131216,CHNCOP,CHN,4,-10,4,39.3914,76.04,http://columbiadailyherald.com/news/world/five-die-bangladesh-clashes-over-leaders-execution,"Kashgar, Xinjiang, China"
20131221,CHN,CHNGOV,3,-6.5,1,37.1642,78.4094,http://www.orissadiary.com/CurrentNews.asp?id=46635,"Hetian, Xinjiang, China"
20131229,CHNGOV,CHN,4,-5,10,38.4167,77.2406,http://www.themalaysianinsider.com/world/article/china-blames-religious-extremism-for-attack-in-xinjiang,"Kashgar, Xinjiang, China"
20131229,CHN,CHNGOV,4,-5,48,38.4167,77.2406,http://www.nst.com.my/latest/police-shoot-dead-8-during-attack-in-china-s-xinjiang-1.450909?localLinksEnabled=false&cache=03/$m.local.facebook_userInfo.pic_square?page=0?page=0?page=0/7.321287/7.323459/7.478238/7.478238/7.478238/7.490557/7.490557/7.490557,"Kashgar, Xinjiang, China"
20131229,CHN,CHNGOV,4,-5,12,38.4167,77.2406,http://www.nst.com.my/latest/police-shoot-dead-8-during-attack-in-china-s-xinjiang-1.450909?localLinksEnabled=false&cache=03/$m.local.facebook_userInfo.pic_square?page=0?page=0?page=0/7.321287/7.323459/7.478238/7.478238/7.478238/7.490557/7.490557/7.490557,"Kashgar, Xinjiang, China"
20131230,CHN,CHNCOP,4,-10,5,38.4167,77.2406,http://www.worldbulletin.net/?aType=haber&ArticleID=125912,"Kashgar, Xinjiang, China"
20131230,CHN,CHNGOV,1,0,1,38.4167,77.2406,http://chinadigitaltimes.net/2013/12/police-shoot-eight-dead-xinjiang-attack/,"Kashgar, Xinjiang, China"
20131230,CHN,CHNGOV,3,-2,1,38.4167,77.2406,http://www.spacewar.com/reports/Eight_police_station_attackers_shot_dead_in_Chinas_Xinjiang_govt_999.html,"Kashgar, Xinjiang, China"
20131230,CHN,CHNGOV,4,-5,56,38.4167,77.2406,http://thehimalayantimes.com/rssReference.php?headline=Police+shoot+dead+eight+during+attack+in+China%27s+Xinjiang&NewsID=401298,"Kashgar, Xinjiang, China"
20131230,CHN,CHNGOV,4,-5,14,38.4167,77.2406,http://thehimalayantimes.com/rssReference.php?headline=Police+shoot+dead+eight+during+attack+in+China%27s+Xinjiang&NewsID=401298,"Kashgar, Xinjiang, China"
20131230,CHN,CHNGOV,4,-5,2,38.4167,77.2406,http://www.tap.info.tn/en/index.php/world/14284-eight-shot-dead-at-xinjiang-police-station,"Kashgar, Xinjiang, China"
20131230,CHN,CHNUIG,4,-5,1,38.4167,77.2406,http://www.ibtimes.co.in/articles/532255/20131230/china-xinjiang-uygur-terrorist-muslims-eight-shot.htm,"Kashgar, Xinjiang, China"
20131230,CHNCOP,CHN,4,-10,5,38.4167,77.2406,http://www.worldbulletin.net/?aType=haber&ArticleID=125912,"Kashgar, Xinjiang, China"
20131230,CHNCOP,CHNUAF,4,-10,10,42.9333,89.1667,http://zeenews.india.com/news/world/china-police-shoot-dead-eight-armed-terrorists-in-xinjiang_900379.html,"Turpan, Xinjiang, China"
20131230,CHNCVL,CHN,1,3,2,38.4167,77.2406,http://www.spacewar.com/reports/Eight_police_station_attackers_shot_dead_in_Chinas_Xinjiang_govt_999.html,"Kashgar, Xinjiang, China"
20131230,CHNCVL,CHN,3,-6.5,2,38.4167,77.2406,http://www.spacewar.com/reports/Eight_police_station_attackers_shot_dead_in_Chinas_Xinjiang_govt_999.html,"Kashgar, Xinjiang, China"
20131230,CHNGOV,CHN,4,-5,10,38.4167,77.2406,http://www.yalibnan.com/2013/12/31/china-blames-religious-extremism-for-attack-in-xinjiang/,"Kashgar, Xinjiang, China"
20131230,CHNGOV,CHN,4,-5,10,38.4167,77.2406,http://www.freemalaysiatoday.com/category/world/2013/12/31/china-blames-religious-extremism-for-attack-in-xinjiang/,"Kashgar, Xinjiang, China"
20131230,CHNGOV,CHN,4,-5,150,38.4167,77.2406,http://www.thestar.com.my/News/Regional/2013/12/31/China-blames-religious-extremism-for-attack-in-Xinjiang/,"Kashgar, Xinjiang, China"
20131230,CHNGOV,CHN,4,-10,20,38.4167,77.2406,http://www.yalibnan.com/2013/12/31/china-blames-religious-extremism-for-attack-in-xinjiang/,"Kashgar, Xinjiang, China"
20131230,CHNMED,CHN,4,-5,7,38.4167,77.2406,http://www.ibtimes.co.in/articles/532255/20131230/china-xinjiang-uygur-terrorist-muslims-eight-shot.htm,"Kashgar, Xinjiang, China"
20131230,CHNMED,CHN,4,-10,7,38.4167,77.2406,http://www.ibtimes.co.in/articles/532255/20131230/china-xinjiang-uygur-terrorist-muslims-eight-shot.htm,"Kashgar, Xinjiang, China"
20131230,NGOCHNUIGHRI,CHN,1,0.4,3,41.7597,86.1469,http://www.scmp.com/news/china-insider/article/1393057/police-kill-8-terrorists-xinjiang-attack-reports,"Korla, Bayingol, Xinjiang, China"
20131231,CHN,CHNUIG,3,-2,4,38.4167,77.2406,http://www.caspionet.kz/en/view/world_news/page_39477_police-shoot-dead-8-during-terrorist-attack-in-china-s-xinxiang,"Kashgar, Xinjiang, China"
20131231,CHNGOV,CHN,4,-5,50,38.4167,77.2406,http://ca.news.yahoo.com/china-blames-religious-extremism-attack-xinjiang-023325652.html,"Kashgar, Xinjiang, China"
20131231,CHNGOV,CHNUIG,3,-2,6,38.4167,77.2406,http://www.caspionet.kz/en/view/world_news/page_39477_police-shoot-dead-8-during-terrorist-attack-in-china-s-xinxiang,"Kashgar, Xinjiang, China"
20140101,CHN,CHNUIG,1,2.8,4,37.7706,75.2286,http://blog.travelpod.com/travel-blog-entries/hunzapakistan/1/1388615940/tpod.html,"Tashkurgan, Kashgar, Xinjiang, China"
20140102,CHN,CHNGOV,4,-9,2,38.4167,77.2406,http://www.globaltimes.cn/content/835498.shtml,"Kashgar, Xinjiang, China"
20140126,CHNCOP,CHN,4,-10,18,42.9333,89.1667,http://www.channelnewsasia.com/news/asiapacific/12-dead-as-violence-hits/967778.html,"Turpan, Xinjiang, China"
20140128,CHN,CHNCOP,1,0,8,43.8811,81.2458,http://www.rfa.org/english/news/uyghur/scholar-01282014210355.html,"Ili, Xinjiang, China"
20140128,CHNCOP,CHN,1,0,2,43.8811,81.2458,http://www.rfa.org/english/news/uyghur/scholar-01282014210355.html,"Ili, Xinjiang, China"
20140128,CHNCOP,CHN,1,1,8,43.8811,81.2458,http://www.rfa.org/english/news/uyghur/scholar-01282014210355.html,"Ili, Xinjiang, China"
20140205,CHN,CHNCVL,1,2.8,4,42.8,93.45,http://www.rfa.org/english/news/uyghur/sentence-02052014171410.html,"Kumul, Xinjiang, China"
20140205,CHNCVL,CHN,1,1.9,2,42.8,93.45,http://www.rfa.org/english/news/uyghur/sentence-02052014171410.html,"Kumul, Xinjiang, China"
20140226,CHN,CHNCOP,1,0,4,43.8811,81.2458,http://www.rfa.org/english/news/uyghur/arrest-02262014185533.html,"Ili, Xinjiang, China"
20140226,CHNCOP,CHN,1,0,6,43.8811,81.2458,http://www.rfa.org/english/news/uyghur/arrest-02262014185533.html,"Ili, Xinjiang, China"
20140226,CHNCOP,CHN,1,1,4,43.8811,81.2458,http://www.rfa.org/english/news/uyghur/arrest-02262014185533.html,"Ili, Xinjiang, China"
20140228,CHN,CHNGOV,3,-2,2,46.25,86.8333,http://www.dailyexpress.com.my/news.cfm?NewsID=88556,"Xinjiang, China"
